index,entities,answers,sentences,entity,corrected_answers,counter_entity
11979,Restaurant_Name,['chicken nuggets'],where can i get some chicken nuggets,['Dish'],,none
5895,Price,['chicken nuggets'],where can i get some chicken nuggets,['Dish'],,none
9154,Hours,"['chicken wing', 'nearby']",are there any chicken wing places nearby,"['Dish', 'Location']",,none
10675,Restaurant_Name,"['chicken wing', 'nearby']",are there any chicken wing places nearby,"['Dish', 'Location']",,none
7633,Cuisine,"['chicken wing', 'nearby']",are there any chicken wing places nearby,"['Dish', 'Location']",,none
3070,Amenity,"['chicken wing', 'nearby']",are there any chicken wing places nearby,"['Dish', 'Location']",,none
1549,Dish,"['chicken wing', 'nearby']",are there any chicken wing places nearby,"['Dish', 'Location']",chicken wing,DishDish
28,Rating,"['chicken wing', 'nearby']",are there any chicken wing places nearby,"['Dish', 'Location']",,none
6112,Location,"['chicken wing', 'nearby']",are there any chicken wing places nearby,"['Dish', 'Location']",nearby,LocationLocation
4591,Price,"['chicken wing', 'nearby']",are there any chicken wing places nearby,"['Dish', 'Location']",,none
11412,Restaurant_Name,"['chickfila', 'open today']",is chickfila open today,"['Restaurant_Name', 'Hours']",chickfila,Restaurant_NameRestaurant_Name
9891,Hours,"['chickfila', 'open today']",is chickfila open today,"['Restaurant_Name', 'Hours']",open today,HoursHours
3807,Amenity,"['chickfila', 'open today']",is chickfila open today,"['Restaurant_Name', 'Hours']",,none
5328,Price,"['chickfila', 'open today']",is chickfila open today,"['Restaurant_Name', 'Hours']",,none
8370,Cuisine,"['chickfila', 'open today']",is chickfila open today,"['Restaurant_Name', 'Hours']",,none
6849,Location,"['chickfila', 'open today']",is chickfila open today,"['Restaurant_Name', 'Hours']",,none
765,Rating,"['chickfila', 'open today']",is chickfila open today,"['Restaurant_Name', 'Hours']",,none
2286,Dish,"['chickfila', 'open today']",is chickfila open today,"['Restaurant_Name', 'Hours']",,none
11670,Restaurant_Name,"['child friendly', 'diner', 'tv']",please find me a child friendly diner with a tv,"['Amenity', 'Cuisine', 'Amenity']",,none
4065,Amenity,"['child friendly', 'diner', 'tv']",please find me a child friendly diner with a tv,"['Amenity', 'Cuisine', 'Amenity']",child friendly & tv,AmenityAmenityAmenity
7107,Location,"['child friendly', 'diner', 'tv']",please find me a child friendly diner with a tv,"['Amenity', 'Cuisine', 'Amenity']",,none
1023,Rating,"['child friendly', 'diner', 'tv']",please find me a child friendly diner with a tv,"['Amenity', 'Cuisine', 'Amenity']",,none
10149,Hours,"['child friendly', 'diner', 'tv']",please find me a child friendly diner with a tv,"['Amenity', 'Cuisine', 'Amenity']",,none
8628,Cuisine,"['child friendly', 'diner', 'tv']",please find me a child friendly diner with a tv,"['Amenity', 'Cuisine', 'Amenity']",diner,CuisineCuisineCuisine
2544,Dish,"['child friendly', 'diner', 'tv']",please find me a child friendly diner with a tv,"['Amenity', 'Cuisine', 'Amenity']",,none
5586,Price,"['child friendly', 'diner', 'tv']",please find me a child friendly diner with a tv,"['Amenity', 'Cuisine', 'Amenity']",,none
1550,Dish,"['child friendly', 'within ten miles']",are there any child friendly restaurants within ten miles,"['Amenity', 'Location']",,none
10676,Restaurant_Name,"['child friendly', 'within ten miles']",are there any child friendly restaurants within ten miles,"['Amenity', 'Location']",,none
29,Rating,"['child friendly', 'within ten miles']",are there any child friendly restaurants within ten miles,"['Amenity', 'Location']",,none
6113,Location,"['child friendly', 'within ten miles']",are there any child friendly restaurants within ten miles,"['Amenity', 'Location']",within ten miles,LocationLocation
9155,Hours,"['child friendly', 'within ten miles']",are there any child friendly restaurants within ten miles,"['Amenity', 'Location']",,none
3071,Amenity,"['child friendly', 'within ten miles']",are there any child friendly restaurants within ten miles,"['Amenity', 'Location']",child friendly,AmenityAmenity
4592,Price,"['child friendly', 'within ten miles']",are there any child friendly restaurants within ten miles,"['Amenity', 'Location']",,none
7634,Cuisine,"['child friendly', 'within ten miles']",are there any child friendly restaurants within ten miles,"['Amenity', 'Location']",,none
7622,Cuisine,"['children', 'sitting area']",are children allowed in this particular sitting area,"['Amenity', 'Amenity']",,none
6101,Location,"['children', 'sitting area']",are children allowed in this particular sitting area,"['Amenity', 'Amenity']",,none
17,Rating,"['children', 'sitting area']",are children allowed in this particular sitting area,"['Amenity', 'Amenity']",,none
1538,Dish,"['children', 'sitting area']",are children allowed in this particular sitting area,"['Amenity', 'Amenity']",,none
9143,Hours,"['children', 'sitting area']",are children allowed in this particular sitting area,"['Amenity', 'Amenity']",,none
3059,Amenity,"['children', 'sitting area']",are children allowed in this particular sitting area,"['Amenity', 'Amenity']",children & sitting area,AmenityAmenity
4580,Price,"['children', 'sitting area']",are children allowed in this particular sitting area,"['Amenity', 'Amenity']",,none
10664,Restaurant_Name,"['children', 'sitting area']",are children allowed in this particular sitting area,"['Amenity', 'Amenity']",,none
9585,Hours,['china wok'],find us locations of china wok,['Restaurant_Name'],,none
11106,Restaurant_Name,['china wok'],find us locations of china wok,['Restaurant_Name'],china wok,Restaurant_Name
1980,Dish,['china wok'],find us locations of china wok,['Restaurant_Name'],,none
8064,Cuisine,['china wok'],find us locations of china wok,['Restaurant_Name'],,none
3501,Amenity,['china wok'],find us locations of china wok,['Restaurant_Name'],,none
459,Rating,['china wok'],find us locations of china wok,['Restaurant_Name'],,none
5022,Price,['china wok'],find us locations of china wok,['Restaurant_Name'],,none
6543,Location,['china wok'],find us locations of china wok,['Restaurant_Name'],,none
3598,Amenity,['chinese'],i am looking for some chinese food,['Cuisine'],,none
8029,Cuisine,['chinese'],find me chinese food,['Cuisine'],chinese,Cuisine
9824,Hours,['chinese'],i would like to know the location of a chinese restaurant,['Cuisine'],,none
3586,Amenity,['chinese'],i am in the mood for some chinese food can you find me a place,['Cuisine'],,none
11071,Restaurant_Name,['chinese'],find me chinese food,['Cuisine'],,none
5230,Price,['chinese'],i want to get some chinese food,['Cuisine'],,none
5261,Price,['chinese'],i would like to know the location of a chinese restaurant,['Cuisine'],,none
3761,Amenity,['chinese'],im hungry and i feel like eating chinese,['Cuisine'],,none
6612,Location,['chinese'],how many chinese restaurants are there,['Cuisine'],,none
10759,Restaurant_Name,['chinese'],call chinese,['Cuisine'],,none
9238,Hours,['chinese'],call chinese,['Cuisine'],,none
11345,Restaurant_Name,['chinese'],i would like to know the location of a chinese restaurant,['Cuisine'],,none
9793,Hours,['chinese'],i want to get some chinese food,['Cuisine'],,none
3466,Amenity,['chinese'],find me chinese food,['Cuisine'],,none
3570,Amenity,['chinese'],how many chinese restaurants are there,['Cuisine'],,none
3740,Amenity,['chinese'],i would like to know the location of a chinese restaurant,['Cuisine'],,none
6751,Location,['chinese'],i want to get some chinese food,['Cuisine'],,none
3709,Amenity,['chinese'],i want to get some chinese food,['Cuisine'],,none
7717,Cuisine,['chinese'],call chinese,['Cuisine'],chinese,Cuisine
9654,Hours,['chinese'],how many chinese restaurants are there,['Cuisine'],,none
9670,Hours,['chinese'],i am in the mood for some chinese food can you find me a place,['Cuisine'],,none
6640,Location,['chinese'],i am looking for some chinese food,['Cuisine'],,none
5289,Price,['chinese'],im in the mood for chinese food,['Cuisine'],,none
5282,Price,['chinese'],im hungry and i feel like eating chinese,['Cuisine'],,none
1633,Dish,['chinese'],call chinese,['Cuisine'],,none
6628,Location,['chinese'],i am in the mood for some chinese food can you find me a place,['Cuisine'],,none
3768,Amenity,['chinese'],im in the mood for chinese food,['Cuisine'],,none
11203,Restaurant_Name,['chinese'],i am looking for some chinese food,['Cuisine'],,none
544,Rating,['chinese'],i am in the mood for some chinese food can you find me a place,['Cuisine'],,none
528,Rating,['chinese'],how many chinese restaurants are there,['Cuisine'],,none
11314,Restaurant_Name,['chinese'],i want to get some chinese food,['Cuisine'],,none
4987,Price,['chinese'],find me chinese food,['Cuisine'],,none
2240,Dish,['chinese'],im hungry and i feel like eating chinese,['Cuisine'],,none
6803,Location,['chinese'],im hungry and i feel like eating chinese,['Cuisine'],,none
2049,Dish,['chinese'],how many chinese restaurants are there,['Cuisine'],,none
9550,Hours,['chinese'],find me chinese food,['Cuisine'],,none
2065,Dish,['chinese'],i am in the mood for some chinese food can you find me a place,['Cuisine'],,none
2077,Dish,['chinese'],i am looking for some chinese food,['Cuisine'],,none
8331,Cuisine,['chinese'],im in the mood for chinese food,['Cuisine'],chinese,Cuisine
6810,Location,['chinese'],im in the mood for chinese food,['Cuisine'],,none
424,Rating,['chinese'],find me chinese food,['Cuisine'],,none
6508,Location,['chinese'],find me chinese food,['Cuisine'],,none
4675,Price,['chinese'],call chinese,['Cuisine'],,none
2219,Dish,['chinese'],i would like to know the location of a chinese restaurant,['Cuisine'],,none
112,Rating,['chinese'],call chinese,['Cuisine'],,none
11373,Restaurant_Name,['chinese'],im in the mood for chinese food,['Cuisine'],,none
11366,Restaurant_Name,['chinese'],im hungry and i feel like eating chinese,['Cuisine'],,none
9845,Hours,['chinese'],im hungry and i feel like eating chinese,['Cuisine'],,none
9852,Hours,['chinese'],im in the mood for chinese food,['Cuisine'],,none
2188,Dish,['chinese'],i want to get some chinese food,['Cuisine'],,none
11175,Restaurant_Name,['chinese'],how many chinese restaurants are there,['Cuisine'],,none
8324,Cuisine,['chinese'],im hungry and i feel like eating chinese,['Cuisine'],chinese,Cuisine
2247,Dish,['chinese'],im in the mood for chinese food,['Cuisine'],,none
8303,Cuisine,['chinese'],i would like to know the location of a chinese restaurant,['Cuisine'],chinese,Cuisine
8133,Cuisine,['chinese'],how many chinese restaurants are there,['Cuisine'],chinese,Cuisine
8149,Cuisine,['chinese'],i am in the mood for some chinese food can you find me a place,['Cuisine'],chinese,Cuisine
8161,Cuisine,['chinese'],i am looking for some chinese food,['Cuisine'],chinese,Cuisine
9682,Hours,['chinese'],i am looking for some chinese food,['Cuisine'],,none
726,Rating,['chinese'],im in the mood for chinese food,['Cuisine'],,none
6196,Location,['chinese'],call chinese,['Cuisine'],,none
719,Rating,['chinese'],im hungry and i feel like eating chinese,['Cuisine'],,none
698,Rating,['chinese'],i would like to know the location of a chinese restaurant,['Cuisine'],,none
667,Rating,['chinese'],i want to get some chinese food,['Cuisine'],,none
3154,Amenity,['chinese'],call chinese,['Cuisine'],,none
556,Rating,['chinese'],i am looking for some chinese food,['Cuisine'],,none
5119,Price,['chinese'],i am looking for some chinese food,['Cuisine'],,none
5107,Price,['chinese'],i am in the mood for some chinese food can you find me a place,['Cuisine'],,none
6782,Location,['chinese'],i would like to know the location of a chinese restaurant,['Cuisine'],,none
1945,Dish,['chinese'],find me chinese food,['Cuisine'],,none
8272,Cuisine,['chinese'],i want to get some chinese food,['Cuisine'],chinese,Cuisine
5091,Price,['chinese'],how many chinese restaurants are there,['Cuisine'],,none
11191,Restaurant_Name,['chinese'],i am in the mood for some chinese food can you find me a place,['Cuisine'],,none
5370,Price,"['chinese', 'buffet', 'family style']",is there a chinese buffet that serves family style,"['Cuisine', 'Amenity', 'Amenity']",,none
3849,Amenity,"['chinese', 'buffet', 'family style']",is there a chinese buffet that serves family style,"['Cuisine', 'Amenity', 'Amenity']",buffet & family style,AmenityAmenityAmenity
807,Rating,"['chinese', 'buffet', 'family style']",is there a chinese buffet that serves family style,"['Cuisine', 'Amenity', 'Amenity']",,none
11454,Restaurant_Name,"['chinese', 'buffet', 'family style']",is there a chinese buffet that serves family style,"['Cuisine', 'Amenity', 'Amenity']",,none
6891,Location,"['chinese', 'buffet', 'family style']",is there a chinese buffet that serves family style,"['Cuisine', 'Amenity', 'Amenity']",,none
9933,Hours,"['chinese', 'buffet', 'family style']",is there a chinese buffet that serves family style,"['Cuisine', 'Amenity', 'Amenity']",,none
8412,Cuisine,"['chinese', 'buffet', 'family style']",is there a chinese buffet that serves family style,"['Cuisine', 'Amenity', 'Amenity']",chinese,CuisineCuisineCuisine
2328,Dish,"['chinese', 'buffet', 'family style']",is there a chinese buffet that serves family style,"['Cuisine', 'Amenity', 'Amenity']",,none
6274,Location,"['chinese', 'buffet', 'under 12', 'within a five minute drive']",can you locate a chinese buffet for under 12 within a five minute drive,"['Cuisine', 'Amenity', 'Price', 'Location']",within a five minute drive,LocationLocationLocationLocation
1711,Dish,"['chinese', 'buffet', 'under 12', 'within a five minute drive']",can you locate a chinese buffet for under 12 within a five minute drive,"['Cuisine', 'Amenity', 'Price', 'Location']",,none
10837,Restaurant_Name,"['chinese', 'buffet', 'under 12', 'within a five minute drive']",can you locate a chinese buffet for under 12 within a five minute drive,"['Cuisine', 'Amenity', 'Price', 'Location']",,none
7795,Cuisine,"['chinese', 'buffet', 'under 12', 'within a five minute drive']",can you locate a chinese buffet for under 12 within a five minute drive,"['Cuisine', 'Amenity', 'Price', 'Location']",chinese,CuisineCuisineCuisineCuisine
3232,Amenity,"['chinese', 'buffet', 'under 12', 'within a five minute drive']",can you locate a chinese buffet for under 12 within a five minute drive,"['Cuisine', 'Amenity', 'Price', 'Location']",buffet,AmenityAmenityAmenityAmenity
190,Rating,"['chinese', 'buffet', 'under 12', 'within a five minute drive']",can you locate a chinese buffet for under 12 within a five minute drive,"['Cuisine', 'Amenity', 'Price', 'Location']",,none
4753,Price,"['chinese', 'buffet', 'under 12', 'within a five minute drive']",can you locate a chinese buffet for under 12 within a five minute drive,"['Cuisine', 'Amenity', 'Price', 'Location']",under 12,PricePricePricePrice
9316,Hours,"['chinese', 'buffet', 'under 12', 'within a five minute drive']",can you locate a chinese buffet for under 12 within a five minute drive,"['Cuisine', 'Amenity', 'Price', 'Location']",,none
